Date,ActualBooking,state_code,forecast_avg_bqfb,State,Division,Model_creation_date
28-06-2021,1,NH,1,New Hampshire,Category H,11-10-2023
25-03-2021,90,OK,86,Oklahoma,Category J,11-10-2023
19-05-2019,12,MS,15,Mississippi,Category H,11-10-2023
06-11-2019,60,MI,65,Michigan,Category A,11-10-2023
11-07-2019,62,SD,68,South Dakota,Category B,11-10-2023
12-04-2019,60,IA,60,Iowa,Category B,11-10-2023
02-01-2020,9,AZ,1,Arizona,Category B,11-10-2023
09-09-2019,61,NE,66,Nebraska,Category I,11-10-2023
24-08-2019,19,IL,18,Illinois,Category G,11-10-2023
06-10-2019,40,NM,36,New Mexico,Category B,11-10-2023
03-09-2021,4,MA,10,Massachusetts,Category D,11-10-2023
01-02-2020,25,NY,29,New York,Category C,11-10-2023
31-01-2021,66,HI,76,Hawaii,Category J,11-10-2023
04-11-2019,71,AK,70,Alaska,Category I,11-10-2023
06-10-2021,24,WI,28,Wisconsin,Category H,11-10-2023
27-08-2021,31,OK,29,Oklahoma,Category G,11-10-2023
08-04-2019,17,OK,25,Oklahoma,Category D,11-10-2023
04-06-2021,37,FL,33,Florida,Category J,11-10-2023
09-11-2020,95,ME,96,Maine,Category B,11-10-2023
19-04-2019,43,OK,45,Oklahoma,Category G,11-10-2023
03-12-2021,13,IN,10,Indiana,Category F,11-10-2023
18-04-2020,16,MA,21,Massachusetts,Category G,11-10-2023
09-05-2021,48,MO,52,Missouri,Category B,11-10-2023
24-04-2020,2,UT,0,Utah,Category I,11-10-2023
14-03-2021,44,NV,53,Nevada,Category B,11-10-2023
01-02-2020,56,NE,48,Nebraska,Category I,11-10-2023
12-12-2020,19,AZ,24,Arizona,Category H,11-10-2023
10-03-2021,22,WA,17,Washington,Category G,11-10-2023
10-05-2021,92,IL,98,Illinois,Category C,11-10-2023
15-11-2020,43,SC,36,South Carolina,Category B,11-10-2023
04-03-2021,70,LA,66,Louisiana,Category J,11-10-2023
15-09-2021,83,NC,73,North Carolina,Category I,11-10-2023
08-08-2019,68,NV,62,Nevada,Category F,11-10-2023
05-12-2020,2,TX,0,Texas,Category C,11-10-2023
07-05-2021,46,RI,54,Rhode Island,Category A,11-10-2023
01-06-2019,95,NH,90,New Hampshire,Category C,11-10-2023
09-05-2019,72,IA,77,Iowa,Category G,11-10-2023
26-12-2020,18,NV,10,Nevada,Category E,11-10-2023
11-11-2020,76,MO,71,Missouri,Category C,11-10-2023
11-05-2020,43,ND,53,North Dakota,Category J,11-10-2023
29-12-2019,43,MA,40,Massachusetts,Category E,11-10-2023
01-07-2019,93,AL,98,Alabama,Category D,11-10-2023
16-04-2019,46,WI,49,Wisconsin,Category E,11-10-2023
25-01-2020,32,KY,40,Kentucky,Category A,11-10-2023
22-03-2020,42,OR,52,Oregon,Category J,11-10-2023
17-09-2020,92,NH,99,New Hampshire,Category C,11-10-2023
10-03-2021,65,TN,60,Tennessee,Category B,11-10-2023
13-09-2019,45,IN,55,Indiana,Category E,11-10-2023
25-01-2021,87,TX,97,Texas,Category A,11-10-2023
08-11-2020,51,KS,60,Kansas,Category I,11-10-2023
23-02-2020,69,WY,76,Wyoming,Category J,11-10-2023
26-05-2019,79,GA,69,Georgia,Category A,11-10-2023
25-02-2019,8,KS,9,Kansas,Category G,11-10-2023
28-01-2019,31,WI,27,Wisconsin,Category H,11-10-2023
05-08-2019,39,TX,35,Texas,Category H,11-10-2023
23-08-2019,14,GA,18,Georgia,Category H,11-10-2023
30-10-2020,10,CO,3,Colorado,Category C,11-10-2023
21-10-2021,33,PA,29,Pennsylvania,Category A,11-10-2023
24-08-2020,77,GA,77,Georgia,Category C,11-10-2023
30-11-2020,3,OK,0,Oklahoma,Category G,11-10-2023
03-08-2021,5,ND,15,North Dakota,Category H,11-10-2023
24-05-2019,56,OK,58,Oklahoma,Category C,11-10-2023
23-06-2020,76,DE,72,Delaware,Category I,11-10-2023
23-05-2020,6,HI,15,Hawaii,Category B,11-10-2023
18-07-2021,25,LA,28,Louisiana,Category C,11-10-2023
26-04-2020,29,TX,23,Texas,Category D,11-10-2023
09-02-2021,86,NH,78,New Hampshire,Category I,11-10-2023
22-10-2021,82,LA,91,Louisiana,Category I,11-10-2023
13-08-2021,46,AL,51,Alabama,Category D,11-10-2023
18-09-2020,16,OR,7,Oregon,Category J,11-10-2023
06-01-2020,15,NC,17,North Carolina,Category B,11-10-2023
15-07-2020,94,DE,96,Delaware,Category E,11-10-2023
03-02-2021,89,VT,90,Vermont,Category C,11-10-2023
21-08-2020,35,NY,25,New York,Category A,11-10-2023
05-10-2019,96,OH,99,Ohio,Category G,11-10-2023
01-01-2019,78,NC,74,North Carolina,Category E,11-10-2023
08-08-2020,78,PA,77,Pennsylvania,Category I,11-10-2023
19-12-2019,91,UT,100,Utah,Category I,11-10-2023
13-10-2021,16,PA,26,Pennsylvania,Category J,11-10-2023
24-10-2019,9,WI,5,Wisconsin,Category A,11-10-2023
12-01-2021,96,RI,96,Rhode Island,Category J,11-10-2023
21-06-2019,98,VA,101,Virginia,Category D,11-10-2023
29-01-2019,84,NE,76,Nebraska,Category G,11-10-2023
17-05-2019,78,KS,84,Kansas,Category J,11-10-2023
18-07-2019,69,ID,73,Idaho,Category I,11-10-2023
11-01-2020,5,OH,0,Ohio,Category I,11-10-2023
30-04-2020,38,FL,32,Florida,Category D,11-10-2023
18-10-2020,37,AK,39,Alaska,Category C,11-10-2023
13-02-2021,41,VA,45,Virginia,Category J,11-10-2023
18-04-2021,16,IL,17,Illinois,Category D,11-10-2023
11-06-2019,54,SC,44,South Carolina,Category J,11-10-2023
08-11-2020,7,AK,6,Alaska,Category J,11-10-2023
16-02-2021,56,VA,49,Virginia,Category E,11-10-2023
10-01-2019,69,SD,59,South Dakota,Category C,11-10-2023
15-06-2021,10,MA,13,Massachusetts,Category F,11-10-2023
10-04-2021,88,TX,85,Texas,Category H,11-10-2023
03-03-2020,43,UT,48,Utah,Category E,11-10-2023
27-03-2021,77,MS,83,Mississippi,Category A,11-10-2023
07-08-2019,62,PA,67,Pennsylvania,Category E,11-10-2023
10-04-2019,36,ME,32,Maine,Category C,11-10-2023
29-01-2021,7,LA,17,Louisiana,Category D,11-10-2023
05-09-2021,94,NY,89,New York,Category G,11-10-2023
16-02-2019,14,IN,23,Indiana,Category H,11-10-2023
24-04-2020,65,IN,66,Indiana,Category B,11-10-2023
18-09-2021,17,KY,7,Kentucky,Category E,11-10-2023
17-10-2020,37,DE,28,Delaware,Category E,11-10-2023
18-10-2020,88,NC,87,North Carolina,Category F,11-10-2023
14-09-2020,26,PA,23,Pennsylvania,Category C,11-10-2023
16-09-2020,72,FL,77,Florida,Category D,11-10-2023
14-06-2021,96,UT,102,Utah,Category I,11-10-2023
28-09-2019,56,NM,46,New Mexico,Category A,11-10-2023
10-05-2020,40,SD,46,South Dakota,Category E,11-10-2023
06-07-2019,3,RI,0,Rhode Island,Category J,11-10-2023
17-06-2019,47,CA,53,California,Category I,11-10-2023
04-10-2020,58,NE,67,Nebraska,Category D,11-10-2023
13-11-2020,1,AZ,4,Arizona,Category C,11-10-2023
22-06-2021,39,MS,49,Mississippi,Category H,11-10-2023
31-08-2021,16,VA,6,Virginia,Category F,11-10-2023
31-10-2021,64,RI,72,Rhode Island,Category D,11-10-2023
16-07-2021,9,FL,2,Florida,Category E,11-10-2023
08-06-2021,15,SC,24,South Carolina,Category D,11-10-2023
05-10-2021,32,WV,30,West Virginia,Category D,11-10-2023
17-12-2021,42,PA,38,Pennsylvania,Category J,11-10-2023
04-06-2020,96,HI,89,Hawaii,Category E,11-10-2023
07-08-2020,79,NY,83,New York,Category I,11-10-2023
03-02-2020,95,WI,102,Wisconsin,Category E,11-10-2023
18-01-2021,72,NH,80,New Hampshire,Category I,11-10-2023
24-03-2019,98,AK,100,Alaska,Category D,11-10-2023
16-06-2020,34,FL,27,Florida,Category G,11-10-2023
25-03-2021,33,TN,36,Tennessee,Category H,11-10-2023
30-04-2020,3,KY,0,Kentucky,Category B,11-10-2023
29-09-2020,34,MN,37,Minnesota,Category I,11-10-2023
06-03-2020,40,AZ,30,Arizona,Category C,11-10-2023
07-08-2021,12,IL,8,Illinois,Category D,11-10-2023
28-04-2021,100,MD,110,Maryland,Category E,11-10-2023
10-07-2020,46,NM,37,New Mexico,Category H,11-10-2023
21-05-2021,3,NY,0,New York,Category G,11-10-2023
11-06-2020,63,NC,61,North Carolina,Category G,11-10-2023
25-06-2019,63,AK,63,Alaska,Category E,11-10-2023
04-09-2021,7,MI,17,Michigan,Category C,11-10-2023
08-04-2021,93,NH,83,New Hampshire,Category D,11-10-2023
22-10-2021,34,KY,44,Kentucky,Category H,11-10-2023
26-02-2020,97,UT,103,Utah,Category F,11-10-2023
12-08-2020,17,IA,25,Iowa,Category F,11-10-2023
25-07-2019,92,NC,83,North Carolina,Category I,11-10-2023
21-10-2020,62,MD,53,Maryland,Category J,11-10-2023
09-04-2019,64,ID,59,Idaho,Category C,11-10-2023
03-04-2020,84,CO,76,Colorado,Category H,11-10-2023
28-02-2019,3,NY,0,New York,Category B,11-10-2023
05-08-2020,70,WV,69,West Virginia,Category I,11-10-2023
08-07-2020,62,LA,66,Louisiana,Category J,11-10-2023
17-10-2020,95,MA,104,Massachusetts,Category A,11-10-2023
03-07-2021,43,MD,38,Maryland,Category G,11-10-2023
06-11-2020,78,UT,84,Utah,Category A,11-10-2023
15-12-2019,93,MN,86,Minnesota,Category C,11-10-2023
01-08-2019,65,SC,59,South Carolina,Category H,11-10-2023
16-11-2019,37,SD,35,South Dakota,Category A,11-10-2023
10-06-2020,64,KY,69,Kentucky,Category D,11-10-2023
12-08-2019,99,NC,106,North Carolina,Category C,11-10-2023
29-03-2021,51,KY,49,Kentucky,Category B,11-10-2023
13-05-2019,14,ND,4,North Dakota,Category I,11-10-2023
21-03-2019,91,NM,98,New Mexico,Category A,11-10-2023
01-02-2019,41,TN,37,Tennessee,Category D,11-10-2023
19-10-2019,69,TN,64,Tennessee,Category C,11-10-2023
07-07-2021,81,WV,72,West Virginia,Category H,11-10-2023
08-04-2019,94,MA,85,Massachusetts,Category B,11-10-2023
07-05-2021,81,MT,90,Montana,Category F,11-10-2023
12-07-2019,62,PA,60,Pennsylvania,Category G,11-10-2023
22-08-2020,2,SC,0,South Carolina,Category G,11-10-2023
29-08-2019,72,ME,66,Maine,Category J,11-10-2023
13-07-2020,9,NH,19,New Hampshire,Category I,11-10-2023
14-11-2020,14,AL,23,Alabama,Category F,11-10-2023
02-11-2020,17,AK,15,Alaska,Category D,11-10-2023
23-04-2020,63,MD,61,Maryland,Category J,11-10-2023
10-04-2020,9,VA,5,Virginia,Category G,11-10-2023
16-11-2019,32,PA,37,Pennsylvania,Category G,11-10-2023
03-02-2019,49,ND,59,North Dakota,Category C,11-10-2023
07-01-2019,52,WI,42,Wisconsin,Category C,11-10-2023
11-01-2020,4,MI,14,Michigan,Category G,11-10-2023
06-11-2019,75,NJ,74,New Jersey,Category G,11-10-2023
05-12-2021,99,FL,96,Florida,Category A,11-10-2023
05-11-2020,45,TN,43,Tennessee,Category D,11-10-2023
30-08-2021,70,MD,77,Maryland,Category C,11-10-2023
08-02-2021,29,AZ,31,Arizona,Category J,11-10-2023
29-03-2020,70,LA,64,Louisiana,Category F,11-10-2023
07-05-2020,15,SD,14,South Dakota,Category C,11-10-2023
30-06-2020,94,MA,89,Massachusetts,Category C,11-10-2023
17-07-2020,84,NH,79,New Hampshire,Category C,11-10-2023
24-04-2020,60,WY,54,Wyoming,Category I,11-10-2023
04-01-2021,82,KS,88,Kansas,Category A,11-10-2023
15-07-2020,62,MS,60,Mississippi,Category A,11-10-2023
13-04-2021,49,GA,53,Georgia,Category C,11-10-2023
06-04-2019,92,OH,94,Ohio,Category J,11-10-2023
18-06-2020,20,RI,26,Rhode Island,Category I,11-10-2023
28-04-2019,38,ID,32,Idaho,Category H,11-10-2023
08-02-2020,97,NY,93,New York,Category D,11-10-2023
05-12-2019,98,ME,108,Maine,Category H,11-10-2023
21-06-2020,42,IL,51,Illinois,Category B,11-10-2023
28-09-2020,80,FL,90,Florida,Category J,11-10-2023
15-03-2019,83,SD,81,South Dakota,Category F,11-10-2023
16-12-2019,87,WV,85,West Virginia,Category F,11-10-2023
27-05-2019,64,AL,70,Alabama,Category D,11-10-2023
06-01-2019,88,HI,89,Hawaii,Category I,11-10-2023
09-01-2019,27,MD,22,Maryland,Category E,11-10-2023
20-12-2019,60,AL,52,Alabama,Category C,11-10-2023
09-01-2021,76,NV,78,Nevada,Category J,11-10-2023
01-10-2020,68,VT,59,Vermont,Category J,11-10-2023
20-08-2019,6,WA,3,Washington,Category G,11-10-2023
07-08-2021,42,NY,40,New York,Category G,11-10-2023
24-05-2021,76,NJ,78,New Jersey,Category H,11-10-2023
28-06-2019,45,IN,41,Indiana,Category C,11-10-2023
29-03-2021,100,NH,97,New Hampshire,Category H,11-10-2023
02-12-2020,21,NE,22,Nebraska,Category F,11-10-2023
06-11-2021,36,MS,29,Mississippi,Category G,11-10-2023
13-08-2021,15,AR,14,Arkansas,Category A,11-10-2023
04-04-2019,27,RI,34,Rhode Island,Category I,11-10-2023
06-09-2019,8,IA,8,Iowa,Category I,11-10-2023
09-10-2019,77,SC,85,South Carolina,Category J,11-10-2023
06-07-2020,66,DE,61,Delaware,Category F,11-10-2023
11-12-2019,4,LA,0,Louisiana,Category I,11-10-2023
30-10-2019,12,MA,8,Massachusetts,Category B,11-10-2023
25-11-2019,98,GA,98,Georgia,Category H,11-10-2023
26-01-2020,37,AL,35,Alabama,Category A,11-10-2023
27-04-2021,11,UT,19,Utah,Category A,11-10-2023
11-12-2019,64,IA,66,Iowa,Category H,11-10-2023
27-09-2021,24,MA,21,Massachusetts,Category B,11-10-2023
28-02-2020,99,WI,97,Wisconsin,Category C,11-10-2023
12-06-2021,52,MO,62,Missouri,Category F,11-10-2023
15-06-2021,41,NJ,32,New Jersey,Category F,11-10-2023
21-05-2021,42,MT,50,Montana,Category H,11-10-2023
11-01-2020,66,VA,75,Virginia,Category B,11-10-2023
22-05-2021,19,AK,20,Alaska,Category C,11-10-2023
30-01-2021,15,WI,8,Wisconsin,Category I,11-10-2023
28-10-2021,12,ND,3,North Dakota,Category H,11-10-2023
21-10-2020,6,ME,6,Maine,Category G,11-10-2023
30-08-2020,3,HI,8,Hawaii,Category J,11-10-2023
07-09-2021,89,NH,83,New Hampshire,Category H,11-10-2023
12-08-2019,87,MS,83,Mississippi,Category H,11-10-2023
04-05-2021,46,UT,43,Utah,Category J,11-10-2023
23-11-2021,59,AZ,65,Arizona,Category E,11-10-2023
17-04-2019,19,KY,19,Kentucky,Category G,11-10-2023
25-03-2019,32,AR,41,Arkansas,Category D,11-10-2023
03-05-2020,98,IN,105,Indiana,Category E,11-10-2023
09-10-2021,8,IN,9,Indiana,Category A,11-10-2023
02-08-2021,9,NH,17,New Hampshire,Category J,11-10-2023
08-11-2020,66,WY,63,Wyoming,Category B,11-10-2023
19-07-2021,56,NH,47,New Hampshire,Category D,11-10-2023
30-12-2020,58,WY,59,Wyoming,Category E,11-10-2023
17-08-2021,27,WV,19,West Virginia,Category F,11-10-2023
16-01-2019,92,DE,96,Delaware,Category G,11-10-2023
01-01-2020,42,PA,50,Pennsylvania,Category A,11-10-2023
25-10-2019,52,WV,45,West Virginia,Category I,11-10-2023
24-03-2021,28,IL,21,Illinois,Category C,11-10-2023
05-09-2021,88,FL,80,Florida,Category J,11-10-2023
09-05-2020,62,WV,60,West Virginia,Category G,11-10-2023
15-07-2021,6,SC,14,South Carolina,Category F,11-10-2023
29-12-2019,44,MI,54,Michigan,Category E,11-10-2023
26-11-2021,25,SD,19,South Dakota,Category G,11-10-2023
20-10-2021,55,SC,50,South Carolina,Category F,11-10-2023
12-02-2021,64,NY,55,New York,Category C,11-10-2023
07-09-2021,43,TX,33,Texas,Category A,11-10-2023
09-12-2021,2,MA,0,Massachusetts,Category I,11-10-2023
10-08-2019,99,VA,102,Virginia,Category I,11-10-2023
30-01-2019,26,GA,19,Georgia,Category I,11-10-2023
07-12-2020,35,VT,41,Vermont,Category A,11-10-2023
02-05-2019,40,NV,43,Nevada,Category D,11-10-2023
16-06-2019,53,NY,56,New York,Category I,11-10-2023
12-06-2021,22,NM,29,New Mexico,Category A,11-10-2023
18-02-2021,70,IL,75,Illinois,Category E,11-10-2023
18-04-2019,31,NC,21,North Carolina,Category G,11-10-2023
12-08-2019,84,NH,90,New Hampshire,Category I,11-10-2023
29-10-2019,85,AL,87,Alabama,Category C,11-10-2023
15-12-2019,82,ME,82,Maine,Category F,11-10-2023
15-04-2019,5,AR,14,Arkansas,Category F,11-10-2023
07-04-2021,95,NY,100,New York,Category H,11-10-2023
08-12-2020,15,KY,14,Kentucky,Category H,11-10-2023
21-07-2021,66,NH,65,New Hampshire,Category I,11-10-2023
24-09-2021,24,RI,19,Rhode Island,Category J,11-10-2023
11-03-2021,34,WI,42,Wisconsin,Category B,11-10-2023
23-07-2020,32,RI,25,Rhode Island,Category G,11-10-2023
12-12-2020,48,NC,38,North Carolina,Category F,11-10-2023
09-03-2019,87,UT,81,Utah,Category G,11-10-2023
10-07-2021,77,ID,76,Idaho,Category F,11-10-2023
16-06-2021,8,TX,7,Texas,Category G,11-10-2023
26-07-2021,44,LA,36,Louisiana,Category G,11-10-2023
30-12-2019,97,NV,93,Nevada,Category B,11-10-2023
12-08-2021,83,KS,78,Kansas,Category G,11-10-2023
18-11-2021,28,MS,38,Mississippi,Category E,11-10-2023
25-11-2021,53,IN,51,Indiana,Category D,11-10-2023
14-03-2020,82,MI,91,Michigan,Category I,11-10-2023
10-10-2020,83,NC,92,North Carolina,Category C,11-10-2023
02-12-2021,49,MO,45,Missouri,Category B,11-10-2023
14-08-2019,2,VT,0,Vermont,Category A,11-10-2023
02-01-2020,94,ME,90,Maine,Category J,11-10-2023
28-08-2019,93,TX,83,Texas,Category H,11-10-2023
25-09-2021,6,TX,1,Texas,Category J,11-10-2023
11-02-2021,63,WI,59,Wisconsin,Category B,11-10-2023
07-04-2019,78,CO,72,Colorado,Category F,11-10-2023
18-09-2019,63,UT,58,Utah,Category E,11-10-2023
11-10-2021,15,VT,20,Vermont,Category J,11-10-2023
06-05-2021,89,LA,85,Louisiana,Category J,11-10-2023
02-01-2021,97,NH,87,New Hampshire,Category C,11-10-2023
23-11-2020,86,MI,91,Michigan,Category C,11-10-2023
21-06-2019,49,MN,52,Minnesota,Category C,11-10-2023
04-06-2021,9,PA,12,Pennsylvania,Category G,11-10-2023
17-06-2020,100,MO,94,Missouri,Category H,11-10-2023
24-05-2019,71,PA,76,Pennsylvania,Category H,11-10-2023
09-04-2021,79,KS,86,Kansas,Category F,11-10-2023
21-11-2019,21,GA,11,Georgia,Category C,11-10-2023
11-01-2021,37,AL,34,Alabama,Category A,11-10-2023
24-10-2021,44,ME,43,Maine,Category H,11-10-2023
08-06-2019,23,PA,17,Pennsylvania,Category E,11-10-2023
08-01-2019,90,CT,86,Connecticut,Category A,11-10-2023
22-08-2019,70,MS,69,Mississippi,Category A,11-10-2023
07-11-2021,18,RI,25,Rhode Island,Category E,11-10-2023
10-09-2019,69,WA,76,Washington,Category B,11-10-2023
18-01-2021,50,SD,44,South Dakota,Category B,11-10-2023
23-12-2019,21,NV,11,Nevada,Category C,11-10-2023
07-01-2021,47,RI,43,Rhode Island,Category A,11-10-2023
15-09-2019,34,SC,28,South Carolina,Category E,11-10-2023
06-09-2021,11,OH,17,Ohio,Category G,11-10-2023
11-12-2019,21,TN,22,Tennessee,Category H,11-10-2023
18-05-2021,66,LA,63,Louisiana,Category F,11-10-2023
20-08-2019,44,AK,43,Alaska,Category B,11-10-2023
05-11-2019,93,CO,88,Colorado,Category D,11-10-2023
07-11-2020,83,SD,76,South Dakota,Category B,11-10-2023
01-04-2020,58,WA,54,Washington,Category H,11-10-2023
20-05-2021,89,WI,82,Wisconsin,Category I,11-10-2023
15-05-2021,44,TX,46,Texas,Category I,11-10-2023
30-11-2019,47,AL,48,Alabama,Category I,11-10-2023
01-11-2020,24,KS,18,Kansas,Category D,11-10-2023
20-12-2020,50,DE,54,Delaware,Category G,11-10-2023
04-07-2021,97,MD,91,Maryland,Category F,11-10-2023
10-08-2019,39,OK,44,Oklahoma,Category I,11-10-2023
30-09-2021,27,UT,28,Utah,Category A,11-10-2023
23-12-2020,92,VA,99,Virginia,Category D,11-10-2023
06-10-2019,41,FL,33,Florida,Category H,11-10-2023
14-06-2021,14,MA,16,Massachusetts,Category H,11-10-2023
17-08-2021,95,AZ,85,Arizona,Category J,11-10-2023
20-07-2019,85,RI,91,Rhode Island,Category J,11-10-2023
13-02-2019,2,PA,9,Pennsylvania,Category H,11-10-2023
21-03-2020,31,NJ,39,New Jersey,Category G,11-10-2023
11-12-2019,49,SC,46,South Carolina,Category E,11-10-2023
23-07-2021,69,OK,65,Oklahoma,Category E,11-10-2023
09-08-2019,83,PA,79,Pennsylvania,Category G,11-10-2023
17-01-2020,33,WV,27,West Virginia,Category F,11-10-2023
02-06-2020,35,PA,43,Pennsylvania,Category H,11-10-2023
04-01-2019,3,OH,1,Ohio,Category D,11-10-2023
26-06-2021,53,HI,58,Hawaii,Category H,11-10-2023
23-05-2019,71,TN,81,Tennessee,Category D,11-10-2023
22-07-2021,23,NC,28,North Carolina,Category D,11-10-2023
01-03-2019,4,MO,0,Missouri,Category A,11-10-2023
17-02-2019,84,OH,78,Ohio,Category A,11-10-2023
14-06-2020,4,RI,7,Rhode Island,Category I,11-10-2023
06-04-2020,44,WA,53,Washington,Category D,11-10-2023
01-02-2019,2,SC,0,South Carolina,Category B,11-10-2023
21-07-2019,81,MD,84,Maryland,Category D,11-10-2023
08-12-2021,95,NM,101,New Mexico,Category E,11-10-2023
17-07-2020,33,FL,25,Florida,Category D,11-10-2023
07-06-2021,77,ID,70,Idaho,Category A,11-10-2023
09-04-2021,17,AR,24,Arkansas,Category J,11-10-2023
24-01-2021,1,OK,0,Oklahoma,Category H,11-10-2023
22-03-2020,74,TX,80,Texas,Category B,11-10-2023
15-12-2019,35,TN,39,Tennessee,Category B,11-10-2023
03-03-2020,15,NY,21,New York,Category J,11-10-2023
14-09-2020,69,LA,60,Louisiana,Category B,11-10-2023
10-04-2019,6,CA,0,California,Category G,11-10-2023
01-10-2021,79,CO,70,Colorado,Category C,11-10-2023
03-06-2020,25,UT,15,Utah,Category B,11-10-2023
11-11-2020,27,UT,37,Utah,Category D,11-10-2023
08-08-2019,31,CO,31,Colorado,Category A,11-10-2023
16-12-2021,31,VT,25,Vermont,Category G,11-10-2023
31-01-2019,53,ND,53,North Dakota,Category D,11-10-2023
29-03-2019,89,VA,90,Virginia,Category J,11-10-2023
10-02-2019,82,CO,80,Colorado,Category A,11-10-2023
14-02-2020,13,IN,21,Indiana,Category B,11-10-2023
05-02-2019,90,MT,84,Montana,Category E,11-10-2023
12-03-2021,90,MD,80,Maryland,Category D,11-10-2023
03-10-2020,49,LA,46,Louisiana,Category H,11-10-2023
15-08-2019,37,ME,28,Maine,Category G,11-10-2023
04-12-2021,52,CA,56,California,Category J,11-10-2023
27-09-2020,17,MN,12,Minnesota,Category H,11-10-2023
19-02-2020,29,VA,19,Virginia,Category D,11-10-2023
29-03-2021,79,NC,85,North Carolina,Category D,11-10-2023
24-06-2019,20,WY,18,Wyoming,Category C,11-10-2023
16-02-2020,67,MO,74,Missouri,Category A,11-10-2023
18-06-2021,29,NE,39,Nebraska,Category A,11-10-2023
14-02-2020,67,NV,76,Nevada,Category G,11-10-2023
03-10-2020,62,NC,72,North Carolina,Category J,11-10-2023
22-12-2021,18,MI,27,Michigan,Category F,11-10-2023
14-06-2020,70,OH,64,Ohio,Category C,11-10-2023
30-08-2019,36,MT,35,Montana,Category F,11-10-2023
25-11-2021,32,MO,31,Missouri,Category B,11-10-2023
22-04-2021,62,MN,53,Minnesota,Category E,11-10-2023
06-06-2021,33,ND,25,North Dakota,Category I,11-10-2023
03-09-2019,18,RI,15,Rhode Island,Category I,11-10-2023
08-11-2020,28,CT,22,Connecticut,Category H,11-10-2023
18-01-2019,3,MS,13,Mississippi,Category G,11-10-2023
26-04-2020,58,FL,56,Florida,Category H,11-10-2023
24-02-2019,6,AZ,10,Arizona,Category C,11-10-2023
14-05-2019,2,ME,0,Maine,Category H,11-10-2023
16-02-2021,64,CO,73,Colorado,Category D,11-10-2023
22-09-2020,65,ND,69,North Dakota,Category J,11-10-2023
08-01-2021,65,MS,66,Mississippi,Category D,11-10-2023
02-09-2019,15,AL,15,Alabama,Category F,11-10-2023
02-09-2020,47,SC,44,South Carolina,Category E,11-10-2023
26-06-2021,95,OK,103,Oklahoma,Category J,11-10-2023
14-09-2021,18,NH,14,New Hampshire,Category I,11-10-2023
18-02-2021,73,WI,75,Wisconsin,Category F,11-10-2023
10-12-2019,56,NH,56,New Hampshire,Category G,11-10-2023
06-03-2021,97,NJ,95,New Jersey,Category E,11-10-2023
09-04-2021,83,OK,83,Oklahoma,Category F,11-10-2023
27-08-2019,27,MN,35,Minnesota,Category D,11-10-2023
27-12-2021,13,GA,4,Georgia,Category C,11-10-2023
18-12-2020,78,AL,71,Alabama,Category J,11-10-2023
15-04-2020,42,AZ,51,Arizona,Category F,11-10-2023
14-07-2021,23,MD,19,Maryland,Category B,11-10-2023
08-05-2019,7,TN,8,Tennessee,Category D,11-10-2023
01-02-2019,28,WI,33,Wisconsin,Category C,11-10-2023
06-09-2020,91,IN,91,Indiana,Category G,11-10-2023
15-05-2021,62,NH,69,New Hampshire,Category G,11-10-2023
21-07-2021,23,CO,28,Colorado,Category B,11-10-2023
23-09-2021,28,PA,19,Pennsylvania,Category D,11-10-2023
04-10-2020,65,TX,64,Texas,Category I,11-10-2023
11-09-2019,68,WA,73,Washington,Category J,11-10-2023
01-08-2019,5,CO,12,Colorado,Category D,11-10-2023
28-03-2020,14,MA,12,Massachusetts,Category D,11-10-2023
15-01-2019,41,NE,36,Nebraska,Category E,11-10-2023
18-06-2019,93,KS,91,Kansas,Category H,11-10-2023
12-05-2019,11,KY,20,Kentucky,Category I,11-10-2023
11-05-2019,96,WI,101,Wisconsin,Category C,11-10-2023
23-07-2019,81,MS,75,Mississippi,Category D,11-10-2023
27-07-2020,9,NV,14,Nevada,Category D,11-10-2023
27-06-2020,36,ID,46,Idaho,Category D,11-10-2023
08-10-2021,29,FL,25,Florida,Category A,11-10-2023
07-11-2019,20,SC,26,South Carolina,Category I,11-10-2023
10-05-2021,46,MN,49,Minnesota,Category E,11-10-2023
04-12-2021,53,FL,61,Florida,Category D,11-10-2023
04-11-2021,46,AL,38,Alabama,Category A,11-10-2023
10-09-2021,88,MS,92,Mississippi,Category A,11-10-2023
31-01-2020,54,NV,59,Nevada,Category A,11-10-2023
06-07-2020,28,WA,33,Washington,Category I,11-10-2023
22-11-2021,28,UT,18,Utah,Category G,11-10-2023
24-03-2021,35,TN,43,Tennessee,Category B,11-10-2023
05-12-2019,33,MI,34,Michigan,Category B,11-10-2023
06-11-2019,25,RI,16,Rhode Island,Category D,11-10-2023
11-09-2020,74,AK,69,Alaska,Category J,11-10-2023
08-10-2020,90,MS,83,Mississippi,Category H,11-10-2023
12-04-2021,78,UT,68,Utah,Category E,11-10-2023
15-04-2019,97,NC,89,North Carolina,Category J,11-10-2023
14-06-2020,13,IA,20,Iowa,Category H,11-10-2023
22-03-2019,26,TN,29,Tennessee,Category C,11-10-2023
13-01-2020,15,RI,11,Rhode Island,Category I,11-10-2023
03-07-2020,70,IN,79,Indiana,Category A,11-10-2023
17-01-2019,11,IN,14,Indiana,Category I,11-10-2023
09-10-2019,46,IA,50,Iowa,Category B,11-10-2023
31-10-2019,79,NC,74,North Carolina,Category J,11-10-2023
